636016288>_<1548979205,20939,186,583509,186,-125.85876,47.8228,1548995515,-125.86773,47.81536,1548995706
636016288>_<1548979205,20939,187,583509,187,-125.86773,47.81536,1548995706,-125.87345,47.81067,1548995826
636016288>_<1548979205,20939,188,583509,188,-125.87345,47.81067,1548995826,-125.87675,47.80796,1548995894
636016288>_<1548979205,20939,189,583509,189,-125.87675,47.80796,1548995894,-125.88678,47.79969,1548996105
636016288>_<1548979205,20939,190,583509,190,-125.88678,47.79969,1548996105,-125.89009,47.79696,1548996175
636016288>_<1548979205,20939,191,583509,191,-125.89009,47.79696,1548996175,-125.89339,47.79422,1548996246
636016288>_<1548979205,20939,192,583509,192,-125.89339,47.79422,1548996246,-125.89664,47.79152,1548996315
636016288>_<1548979205,20939,193,583509,193,-125.89664,47.79152,1548996315,-125.89993,47.78876,1548996385
636016288>_<1548979205,20939,194,583509,194,-125.89993,47.78876,1548996385,-125.90383,47.78558,1548996465
636016288>_<1548979205,20939,195,583509,195,-125.90383,47.78558,1548996465,-125.90863,47.78162,1548996565
636016288>_<1548979205,20939,196,583509,196,-125.90863,47.78162,1548996565,-125.91484,47.77649,1548996695
636016288>_<1548979205,20939,197,583509,197,-125.91484,47.77649,1548996695,-125.9221,47.77054,1548996845
636016288>_<1548979205,20939,198,583509,198,-125.9221,47.77054,1548996845,-125.9351,47.75987,1548997115
636016288>_<1548979205,20939,199,583509,199,-125.9351,47.75987,1548997115,-125.93945,47.75635,1548997205
636016288>_<1548979205,20939,200,583509,200,-125.93945,47.75635,1548997205,-125.94963,47.74817,1548997416
636016288>_<1548979205,20939,201,583509,201,-125.94963,47.74817,1548997416,-125.96066,47.73942,1548997645
636016288>_<1548979205,20939,202,583509,202,-125.96066,47.73942,1548997645,-125.96694,47.73443,1548997776
636016288>_<1548979205,20939,203,583509,203,-125.96694,47.73443,1548997776,-125.97025,47.7318,1548997845
636016288>_<1548979205,20939,204,583509,204,-125.97025,47.7318,1548997845,-125.97456,47.72842,1548997934
636016288>_<1548979205,20939,205,583509,205,-125.97456,47.72842,1548997934,-125.97753,47.72606,1548997996
636016288>_<1548979205,20939,206,583509,206,-125.97753,47.72606,1548997996,-125.98137,47.72308,1548998075
636016288>_<1548979205,20939,207,583509,207,-125.98137,47.72308,1548998075,-125.98575,47.71967,1548998165
